,date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change
136142,2019-10-13 14:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.399,1.379,1,1,1
156820,2019-10-13 16:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.389,1.369,0,1,1
159253,2019-10-13 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.429,1.409,1,1,1
174398,2019-10-13 17:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.419,1.399,0,1,1
180229,2019-10-13 17:28:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,0,0
196468,2019-10-13 18:53:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.419,1.399,1,0,0
210391,2019-10-13 19:52:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,0,1,1
213801,2019-10-13 20:16:34+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.409,1.389,1,0,0
217971,2019-10-13 21:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.389,1.369,0,1,1
222782,2019-10-13 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,1,1,1
7053,2019-10-14 05:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
35731,2019-10-14 08:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
60916,2019-10-14 09:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
71016,2019-10-14 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
85876,2019-10-14 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.439,1.419,1,1,1
98566,2019-10-14 11:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,1,1
126059,2019-10-14 13:21:10+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.469,1.449,1,1,1
135810,2019-10-14 13:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.429,1.409,1,1,1
148849,2019-10-14 14:37:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,1,1
158065,2019-10-14 15:16:08+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.409,1.389,0,1,1
165111,2019-10-14 15:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
176299,2019-10-14 16:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.449,1.429,1,1,1
192744,2019-10-14 17:09:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.429,1.409,0,1,1
198278,2019-10-14 17:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.419,1.399,1,1,1
237539,2019-10-14 20:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.399,1.379,1,1,1
239897,2019-10-14 20:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.369,1.349,1,1,1
248616,2019-10-14 22:05:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
7093,2019-10-15 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.359,1.499,1.479,1,1,1
35647,2019-10-15 08:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
58250,2019-10-15 09:33:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
72106,2019-10-15 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
87998,2019-10-15 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.439,1.419,1,1,1
96124,2019-10-15 11:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,1,1
125352,2019-10-15 13:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.469,1.449,1,1,1
140319,2019-10-15 14:04:07+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.399,1.379,1,1,1
151284,2019-10-15 14:36:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.369,1.349,1,1,1
156352,2019-10-15 14:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.359,1.339,0,1,1
176117,2019-10-15 16:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.399,1.379,1,1,1
190777,2019-10-15 17:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.399,1.379,1,0,0
198039,2019-10-15 17:25:06+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,1,0,0
222334,2019-10-15 19:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
234409,2019-10-15 20:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.379,1.359,1,0,0
238901,2019-10-15 20:53:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
245748,2019-10-15 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
6933,2019-10-16 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.509,1.489,1,1,1
35597,2019-10-16 08:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,1,1
71841,2019-10-16 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
88174,2019-10-16 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
92348,2019-10-16 11:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.419,1.399,1,1,1
126378,2019-10-16 13:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.469,1.449,1,1,1
140811,2019-10-16 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
151262,2019-10-16 14:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
166600,2019-10-16 15:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,0,1,1
174394,2019-10-16 16:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
177311,2019-10-16 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
192047,2019-10-16 17:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.399,1.379,1,1,1
197596,2019-10-16 17:21:24+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,1,0,0
218169,2019-10-16 18:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
238251,2019-10-16 20:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.389,1.369,1,0,0
240479,2019-10-16 20:37:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
248790,2019-10-16 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.379,1.359,1,1,1
6760,2019-10-17 05:17:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
36065,2019-10-17 08:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,1,1
71061,2019-10-17 10:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
83645,2019-10-17 10:57:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,1,1
90733,2019-10-17 11:13:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
125940,2019-10-17 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.459,1.439,1,1,1
138116,2019-10-17 13:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
151577,2019-10-17 14:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
156832,2019-10-17 14:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
160743,2019-10-17 15:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
178212,2019-10-17 16:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
193342,2019-10-17 17:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
199414,2019-10-17 17:25:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
232109,2019-10-17 19:57:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
234151,2019-10-17 20:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.359,1.339,1,1,1
242680,2019-10-17 22:04:06+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
6981,2019-10-18 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
35488,2019-10-18 08:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
57526,2019-10-18 09:33:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
73541,2019-10-18 10:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
87167,2019-10-18 11:05:08+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.429,1.409,1,1,1
91603,2019-10-18 11:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,1,1
125830,2019-10-18 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.469,1.449,1,1,1
140981,2019-10-18 14:05:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.399,1.379,1,1,1
150799,2019-10-18 14:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,1,0,0
160976,2019-10-18 15:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
166890,2019-10-18 15:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
178228,2019-10-18 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
192819,2019-10-18 17:05:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
199761,2019-10-18 17:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
215053,2019-10-18 18:29:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,0,1,1
217989,2019-10-18 18:44:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
225188,2019-10-18 19:09:06+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
238081,2019-10-18 20:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
240245,2019-10-18 20:36:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
248922,2019-10-18 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
6443,2019-10-19 05:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
30046,2019-10-19 07:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.329,1.449,1.429,1,1,1
36205,2019-10-19 08:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
58158,2019-10-19 09:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
70155,2019-10-19 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
79538,2019-10-19 10:45:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.419,1.399,1,1,1
95256,2019-10-19 11:29:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,0,0
105224,2019-10-19 12:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,0,1,1
124327,2019-10-19 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
137898,2019-10-19 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,1,1
149151,2019-10-19 14:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
154312,2019-10-19 14:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.359,1.339,0,1,1
159312,2019-10-19 15:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.349,1.329,1,1,1
175574,2019-10-19 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.389,1.369,1,1,1
184481,2019-10-19 16:45:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,0,0
196424,2019-10-19 17:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
202387,2019-10-19 17:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
214628,2019-10-19 18:53:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
236599,2019-10-19 21:04:12+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
242297,2019-10-19 22:04:15+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
5250,2019-10-20 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
30946,2019-10-20 08:13:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
46252,2019-10-20 09:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
59548,2019-10-20 10:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
62628,2019-10-20 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
72585,2019-10-20 10:49:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
113986,2019-10-20 13:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
124869,2019-10-20 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
133156,2019-10-20 14:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
141870,2019-10-20 15:20:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
154268,2019-10-20 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
162727,2019-10-20 16:45:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,0,0
175266,2019-10-20 17:29:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
183749,2019-10-20 18:13:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
217213,2019-10-20 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
7143,2019-10-21 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
37536,2019-10-21 08:13:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.429,1.409,1,1,1
58405,2019-10-21 09:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,0,0
70675,2019-10-21 10:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
86667,2019-10-21 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.419,1.399,1,1,1
93335,2019-10-21 11:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,1,0,0
106034,2019-10-21 12:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,0,1,1
126038,2019-10-21 13:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
137425,2019-10-21 13:57:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.389,1.369,1,1,1
151059,2019-10-21 14:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
160842,2019-10-21 15:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.349,1.329,1,1,1
166900,2019-10-21 15:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.339,1.319,1,1,1
178239,2019-10-21 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.379,1.359,1,1,1
197631,2019-10-21 17:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.379,1.359,1,0,0
200421,2019-10-21 17:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,0,0
205824,2019-10-21 17:45:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.369,1.349,0,1,1
215706,2019-10-21 18:28:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.349,1.329,0,1,1
219410,2019-10-21 18:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.339,1.319,0,1,1
239286,2019-10-21 20:13:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.339,1.319,1,0,0
241493,2019-10-21 20:33:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.339,1.319,1,0,0
244788,2019-10-21 21:13:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.339,1.319,1,0,0
250202,2019-10-21 22:05:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
6948,2019-10-22 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
38465,2019-10-22 08:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,1,1
56612,2019-10-22 09:26:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.419,1.399,0,1,1
73359,2019-10-22 10:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.469,1.449,1,1,1
81414,2019-10-22 10:53:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.419,1.399,1,1,1
95640,2019-10-22 11:33:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.419,1.399,1,0,0
122769,2019-10-22 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.469,1.449,1,1,1
137284,2019-10-22 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.439,1.419,0,1,1
141634,2019-10-22 14:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.419,1.399,1,1,1
153318,2019-10-22 14:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.399,1.379,0,1,1
159864,2019-10-22 15:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
176896,2019-10-22 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.429,1.409,1,1,1
185405,2019-10-22 16:45:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.409,1.389,0,1,1
199472,2019-10-22 17:29:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.409,1.389,1,0,0
213294,2019-10-22 18:29:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,0,1,1
216676,2019-10-22 18:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
235877,2019-10-22 20:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.379,1.359,1,0,0
237902,2019-10-22 20:36:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.349,1.329,1,1,1
241225,2019-10-22 21:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.339,1.319,1,1,1
247038,2019-10-22 22:05:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,1,1
6923,2019-10-23 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
37944,2019-10-23 08:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.429,1.409,1,1,1
72139,2019-10-23 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.479,1.459,1,1,1
87757,2019-10-23 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.419,1.399,1,1,1
95123,2019-10-23 11:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
126463,2019-10-23 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.429,1.409,1,1,1
142099,2019-10-23 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.389,1.369,1,1,1
147783,2019-10-23 14:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
169500,2019-10-23 15:45:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.349,1.329,1,1,1
178140,2019-10-23 16:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.339,1.319,1,1,1
179543,2019-10-23 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.379,1.359,1,1,1
190751,2019-10-23 16:53:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.379,1.359,1,0,0
203537,2019-10-23 17:29:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.349,1.329,1,1,1
208514,2019-10-23 17:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.339,1.319,1,1,1
241805,2019-10-23 20:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.339,1.319,1,0,0
251282,2019-10-23 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
6820,2019-10-24 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.349,1.499,1.479,1,1,1
39977,2019-10-24 08:21:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
73972,2019-10-24 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
91414,2019-10-24 11:09:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,1,1
96953,2019-10-24 11:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
127977,2019-10-24 13:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.439,1.419,1,1,1
138419,2019-10-24 13:53:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
148190,2019-10-24 14:21:06+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
159085,2019-10-24 15:04:06+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.369,1.349,1,1,1
163855,2019-10-24 15:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
180103,2019-10-24 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
188592,2019-10-24 16:49:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
204171,2019-10-24 17:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.219,1.349,1.329,1,1,1
239015,2019-10-24 21:21:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.219,1.339,1.319,0,1,1
243084,2019-10-24 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
7023,2019-10-25 05:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.359,1.509,1.489,1,1,1
38802,2019-10-25 08:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,1,1
59818,2019-10-25 09:37:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
75629,2019-10-25 10:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
87754,2019-10-25 11:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.419,1.399,1,1,1
96116,2019-10-25 11:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
126758,2019-10-25 13:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
142243,2019-10-25 14:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.399,1.379,1,1,1
153669,2019-10-25 14:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,0,0
158925,2019-10-25 15:05:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.369,1.349,1,1,1
162801,2019-10-25 15:21:09+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.359,1.339,1,1,1
177489,2019-10-25 16:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.399,1.379,1,1,1
188426,2019-10-25 16:49:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,1,1
200861,2019-10-25 17:29:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
5364,2019-10-26 05:17:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.359,1.509,1.489,1,1,1
30974,2019-10-26 07:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.329,1.449,1.429,1,1,1
39023,2019-10-26 08:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.439,1.419,1,1,1
46238,2019-10-26 09:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.429,1.409,1,1,1
53215,2019-10-26 09:29:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
68122,2019-10-26 10:17:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
