,date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change
249741,2019-10-10 22:05:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.409,1.369,0,0,1
2319,2019-10-11 05:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7305,2019-10-11 05:19:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
24849,2019-10-11 07:36:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
32448,2019-10-11 07:56:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.459,1.419,1,0,0
44067,2019-10-11 08:37:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.449,1.409,0,1,1
48966,2019-10-11 08:56:07+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.429,1.389,1,1,1
50775,2019-10-11 09:05:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.429,1.389,1,0,0
56244,2019-10-11 09:24:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
65923,2019-10-11 10:01:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.479,1.439,1,1,1
77295,2019-10-11 10:26:21+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.449,1.409,1,1,1
83312,2019-10-11 10:52:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.429,1.389,1,1,1
107785,2019-10-11 12:20:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,1,1,1
114642,2019-10-11 12:53:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.349,1,1,1
119095,2019-10-11 13:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.449,1.409,1,1,1
134484,2019-10-11 13:53:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.349,1,1,1
163477,2019-10-11 15:37:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
170129,2019-10-11 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.399,1.359,1,1,1
187798,2019-10-11 17:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,0,0
191352,2019-10-11 17:11:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.349,0,1,1
200978,2019-10-11 17:46:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
215727,2019-10-11 19:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.319,1,1,0
234039,2019-10-11 20:33:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,0
240065,2019-10-11 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
809,2019-10-12 05:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7568,2019-10-12 05:31:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
19932,2019-10-12 07:16:09+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
28439,2019-10-12 07:58:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.459,1.419,1,0,0
30717,2019-10-12 08:06:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,1,1,1
61883,2019-10-12 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.439,1.399,1,1,1
79863,2019-10-12 11:02:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.349,1,1,1
87030,2019-10-12 11:17:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,1,1,1
91521,2019-10-12 11:28:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
94465,2019-10-12 11:39:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,0,1,1
111977,2019-10-12 13:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
126512,2019-10-12 13:51:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
156222,2019-10-12 16:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.399,1.359,1,1,1
174398,2019-10-12 17:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
198734,2019-10-12 19:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.319,1,1,0
214344,2019-10-12 20:32:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,0
219692,2019-10-12 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
1702,2019-10-13 05:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7746,2019-10-13 05:34:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
20930,2019-10-13 07:35:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
29158,2019-10-13 08:06:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.459,1.419,1,0,0
46577,2019-10-13 09:18:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.449,1.409,1,1,1
50602,2019-10-13 09:30:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.439,1.399,1,1,1
53396,2019-10-13 09:42:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.439,1.399,1,0,0
57674,2019-10-13 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.499,1.459,1,1,1
63582,2019-10-13 10:16:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.489,1.449,0,1,1
69248,2019-10-13 10:26:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.439,1.399,1,1,1
74495,2019-10-13 10:50:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.419,1.379,1,1,1
81916,2019-10-13 11:13:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,0,0
87321,2019-10-13 11:32:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
104705,2019-10-13 13:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.429,1.389,1,1,1
124129,2019-10-13 14:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
140131,2019-10-13 14:53:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,0,1,1
152895,2019-10-13 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.399,1.359,1,1,1
172092,2019-10-13 17:03:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,0,0
184138,2019-10-13 17:45:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
198002,2019-10-13 19:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.319,1,1,0
215383,2019-10-13 20:33:19+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,0
220182,2019-10-13 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
1786,2019-10-14 05:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7259,2019-10-14 05:19:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
21709,2019-10-14 07:17:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
34251,2019-10-14 08:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.449,1.409,1,1,1
48115,2019-10-14 08:54:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.429,1.389,0,1,1
64120,2019-10-14 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.489,1.449,1,1,1
76578,2019-10-14 10:27:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.469,1.429,1,1,1
84733,2019-10-14 11:03:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.409,1.369,1,1,1
111233,2019-10-14 12:34:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.389,1.349,1,1,1
113724,2019-10-14 12:47:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.379,1.339,1,1,1
116815,2019-10-14 13:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.439,1.399,1,1,1
133987,2019-10-14 13:49:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
141167,2019-10-14 14:11:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,0,1,1
151332,2019-10-14 14:45:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.389,1.349,1,1,1
153864,2019-10-14 14:56:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,0,1,1
171565,2019-10-14 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.419,1.379,1,1,1
189538,2019-10-14 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,0,0
193368,2019-10-14 17:11:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,1,1,1
205242,2019-10-14 17:51:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.369,1.329,0,1,1
221776,2019-10-14 19:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.389,1.329,1,1,0
234712,2019-10-14 19:56:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.329,1,0,0
238635,2019-10-14 20:25:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.369,1.329,1,1,0
247025,2019-10-14 22:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.429,1.389,1,1,1
3668,2019-10-15 05:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7391,2019-10-15 05:19:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
21336,2019-10-15 07:16:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.469,1.429,1,1,1
34661,2019-10-15 08:05:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.439,1.399,1,1,1
52802,2019-10-15 09:14:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.439,1.399,1,0,0
66275,2019-10-15 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.349,1.499,1.459,1,1,1
70616,2019-10-15 10:11:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.489,1.449,1,1,1
82488,2019-10-15 10:47:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.429,1.389,1,1,1
106995,2019-10-15 12:08:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,0,1,1
116332,2019-10-15 12:48:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,1,1,1
120988,2019-10-15 13:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.439,1.399,1,1,1
131884,2019-10-15 13:30:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.479,1.439,1,1,1
133258,2019-10-15 13:35:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.379,1.339,1,1,1
168890,2019-10-15 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.419,1.379,1,1,1
189018,2019-10-15 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.419,1.379,1,0,0
193113,2019-10-15 17:11:23+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.379,1.339,1,1,1
203720,2019-10-15 17:45:06+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.379,1.339,1,0,0
220381,2019-10-15 19:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.399,1.339,1,1,0
236437,2019-10-15 20:27:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
242345,2019-10-15 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.429,1.389,1,1,1
1357,2019-10-16 05:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.509,1,1,1
7937,2019-10-16 05:25:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.379,1.529,1.489,0,0,1
28864,2019-10-16 07:51:10+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.469,1.429,1,1,1
32546,2019-10-16 07:57:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.449,1.409,1,1,1
46256,2019-10-16 08:44:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.439,1.399,1,1,1
50108,2019-10-16 08:59:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.439,1.399,1,0,0
56469,2019-10-16 09:23:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
67678,2019-10-16 10:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.479,1.439,1,1,1
78292,2019-10-16 10:30:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.469,1.429,0,1,1
82999,2019-10-16 10:51:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,1,1,1
98862,2019-10-16 11:34:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.389,1.349,1,1,1
112384,2019-10-16 12:26:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.379,1.339,0,1,1
120299,2019-10-16 13:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.439,1.399,1,1,1
127150,2019-10-16 13:17:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.429,1.389,0,1,1
136263,2019-10-16 13:50:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.409,1.369,1,1,1
148619,2019-10-16 14:27:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.389,1.349,1,1,1
158271,2019-10-16 15:07:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.379,1.339,0,1,1
161782,2019-10-16 15:21:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,0,1,1
170972,2019-10-16 16:00:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.409,1.369,1,1,1
190983,2019-10-16 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.409,1.369,1,0,0
194288,2019-10-16 17:11:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.369,1.329,1,1,1
203544,2019-10-16 17:41:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,0,0
222208,2019-10-16 19:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.389,1.329,1,1,0
235960,2019-10-16 19:59:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.329,0,1,0
239723,2019-10-16 20:28:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,1,1,1
245507,2019-10-16 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
1108,2019-10-17 05:00:06+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.509,1,1,1
6949,2019-10-17 05:19:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.489,0,0,1
21805,2019-10-17 07:21:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
34234,2019-10-17 08:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
57027,2019-10-17 09:28:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,1,1,1
64608,2019-10-17 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.339,1.469,1.429,1,1,1
81614,2019-10-17 10:48:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.399,1.359,1,1,1
96162,2019-10-17 11:27:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.389,1.349,1,1,1
109572,2019-10-17 12:18:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.379,1.339,0,1,1
120780,2019-10-17 13:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.439,1.399,1,1,1
139478,2019-10-17 14:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.419,1.379,1,1,1
143181,2019-10-17 14:11:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.399,1.359,0,1,1
153229,2019-10-17 14:41:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.389,1.349,1,1,1
157963,2019-10-17 15:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.379,1.339,0,1,1
165558,2019-10-17 15:32:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,0,1,1
170933,2019-10-17 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.399,1.359,1,1,1
192210,2019-10-17 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.399,1.359,1,0,0
203906,2019-10-17 17:41:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
230123,2019-10-17 19:40:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.359,1.319,0,1,1
241436,2019-10-17 22:00:08+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.419,1.379,1,1,1
4364,2019-10-18 05:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.509,1,1,1
7267,2019-10-18 05:20:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.489,0,0,1
24561,2019-10-18 07:36:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.329,1.459,1.419,1,1,1
34190,2019-10-18 08:04:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.369,1.329,1,1,1
65039,2019-10-18 10:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.299,1.429,1.389,1,1,1
81552,2019-10-18 10:50:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.369,1.329,1,1,1
101171,2019-10-18 11:43:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,0,0
120314,2019-10-18 13:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.429,1.389,1,1,1
139125,2019-10-18 14:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.409,1.369,1,1,1
144531,2019-10-18 14:16:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.389,1.349,0,1,1
146670,2019-10-18 14:22:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.369,1.329,1,1,1
171758,2019-10-18 16:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,1,1,1
191610,2019-10-18 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.409,1.369,1,0,0
196096,2019-10-18 17:13:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.379,1.339,1,1,1
204698,2019-10-18 17:43:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.369,1.329,1,1,1
222476,2019-10-18 19:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.389,1.329,1,1,0
239960,2019-10-18 20:33:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.369,1.329,1,1,0
245244,2019-10-18 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.429,1.389,1,1,1
1339,2019-10-19 05:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.509,1,1,1
6717,2019-10-19 05:19:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.489,0,0,1
22919,2019-10-19 07:35:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.469,1.429,1,1,1
48763,2019-10-19 09:06:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.439,1.399,0,1,1
57400,2019-10-19 09:37:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.409,1.369,1,1,1
61959,2019-10-19 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.349,1.469,1.429,1,1,1
80267,2019-10-19 10:48:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.409,1.369,1,1,1
95901,2019-10-19 11:31:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.329,1,1,1
113678,2019-10-19 12:43:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
118656,2019-10-19 13:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
137425,2019-10-19 14:03:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,1,1
150984,2019-10-19 14:42:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
167871,2019-10-19 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.399,1.359,1,1,1
188358,2019-10-19 17:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,0,0
191289,2019-10-19 17:10:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.249,1.389,1.349,1,1,1
193159,2019-10-19 17:15:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
214807,2019-10-19 18:55:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.209,1.349,1.309,1,1,1
216915,2019-10-19 19:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.229,1.369,1.309,1,1,0
231148,2019-10-19 20:04:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.309,1,1,0
233589,2019-10-19 20:26:11+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.209,1.339,1.299,1,1,1
239772,2019-10-19 22:00:09+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.269,1.399,1.359,1,1,1
242370,2019-10-19 22:05:11+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,0,0
1117,2019-10-20 05:01:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.509,1,1,1
7661,2019-10-20 05:34:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.489,0,0,1
20701,2019-10-20 07:36:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.309,1.439,1.399,1,1,1
29739,2019-10-20 08:08:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
58138,2019-10-20 10:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
72719,2019-10-20 10:50:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
107148,2019-10-20 13:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.419,1.379,1,1,1
123401,2019-10-20 14:02:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,1,1
134420,2019-10-20 14:41:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
150647,2019-10-20 16:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.399,1.359,1,1,1
166803,2019-10-20 17:02:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.399,1.359,1,0,0
170973,2019-10-20 17:16:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.259,1.389,1.349,0,1,1
178180,2019-10-20 17:41:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.359,1.319,1,1,1
181002,2019-10-20 17:56:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.349,1.309,0,1,1
194385,2019-10-20 19:01:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.239,1.369,1.309,1,1,0
209131,2019-10-20 20:22:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.219,1.349,1.309,1,1,0
215499,2019-10-20 22:00:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.279,1.409,1.369,1,1,1
4521,2019-10-21 05:03:04+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.509,1,1,1
7358,2019-10-21 05:19:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.369,1.529,1.489,0,0,1
21750,2019-10-21 07:17:05+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.449,1.409,1,1,1
34492,2019-10-21 08:03:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.319,1.429,1.389,0,1,1
59493,2019-10-21 09:41:03+02,c13f60cb-7e1c-40a8-b05a-157fd571b3fa,1.289,1.409,1.369,1,1,1
